group,id,title_ru,size,directions,images,method,priority,prompt_en,note
decor,decor_lantern_hook,Крюк для фонаря,16–48 px,1,1,create-1-direction-object (пакет),P3,"Lantern hook (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_coat_rack,Вешалка,16–48 px,1,1,create-1-direction-object (пакет),P3,"Coat rack (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_crate_table,Стол из ящика,16–48 px,1,1,create-1-direction-object (пакет),P3,"Crate table (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_plank_bench,Лавка из доски,16–48 px,1,1,create-1-direction-object (пакет),P3,"Plank bench (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_wash_tub,Лохань,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wash tub (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_water_butt,Бочка для воды,16–48 px,1,1,create-1-direction-object (пакет),P3,"Water butt (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_oar_rack,Стойка для вёсел,16–48 px,1,1,create-1-direction-object (пакет),P3,"Oar rack (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_flower_box,Ящик для цветов,16–48 px,1,1,create-1-direction-object (пакет),P3,"Flower box (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_cork_garland,Гирлянда из поплавков,16–48 px,1,1,create-1-direction-object (пакет),P3,"Float garland (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_shell_mobile,Подвеска из ракушек,16–48 px,1,1,create-1-direction-object (пакет),P3,"Shell mobile (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_driftwood_frame,Рамка из плавника,16–48 px,1,1,create-1-direction-object (пакет),P3,"Driftwood frame (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_hearth_rug,Коврик у очага,16–48 px,1,1,create-1-direction-object (пакет),P3,"Hearth rug (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_log_seat,Чурбак,16–48 px,1,1,create-1-direction-object (пакет),P3,"Log seat (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_tide_board,Доска приливов,16–48 px,1,1,create-1-direction-object (пакет),P3,"Tide board (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_oak_table,Дубовый стол,16–48 px,1,1,create-1-direction-object (пакет),P3,"Oak table (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_oak_chair,Дубовый стул,16–48 px,1,1,create-1-direction-object (пакет),P3,"Oak chair (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_bookshelf,Книжный шкаф,16–48 px,1,1,create-1-direction-object (пакет),P3,"Bookshelf (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_wardrobe,Платяной шкаф,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wardrobe (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_bed_single,Кровать,16–48 px,1,1,create-1-direction-object (пакет),P3,"Bed (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_sea_chest_decor,Матросский сундук,16–48 px,1,1,create-1-direction-object (пакет),P3,"Sailor's chest (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_brass_lamp,Латунная лампа,16–48 px,1,1,create-1-direction-object (пакет),P3,"Brass lamp (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_glass_lamp,Стеклянная лампа,16–48 px,1,1,create-1-direction-object (пакет),P3,"Glass lamp (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_cape,Картина «Мыс»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Painting 'The Cape' (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_village,Картина «Сольвик»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Painting 'Solvik' (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_teeth,Картина «Зубы»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Painting 'The Teeth' (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_model_chayka,Модель «Чайки»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Model of the Chayka (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_model_queen,Модель «Королевы»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Model of the Queen (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_aquarium,Аквариум,16–48 px,1,1,create-1-direction-object (пакет),P3,"Aquarium (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_globe,Глобус,16–48 px,1,1,create-1-direction-object (пакет),P3,"Globe (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_barometer_decor,Настенный барометр,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wall barometer (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_chart_table,Штурманский стол,16–48 px,1,1,create-1-direction-object (пакет),P3,"Chart table (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_wool_rug,Шерстяной ковёр,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wool rug (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_linen_curtain,Льняная занавеска,16–48 px,1,1,create-1-direction-object (пакет),P3,"Linen curtain (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_wreath,Венок,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wreath (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_carved_armchair,Резное кресло,16–48 px,1,1,create-1-direction-object (пакет),P3,"Carved armchair (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_carved_bed,Резная кровать,16–48 px,1,1,create-1-direction-object (пакет),P3,"Carved bed (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_grand_clock,Напольные часы,16–48 px,1,1,create-1-direction-object (пакет),P3,"Grandfather clock (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_lens_lamp,Лампа из призм,16–48 px,1,1,create-1-direction-object (пакет),P3,"Prism lamp (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_aurora,Картина «Сияние»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Painting 'Aurora' (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_rann,Картина «Ранн»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Painting 'Rann' (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_painting_agatha,Портрет Агаты,16–48 px,1,1,create-1-direction-object (пакет),P3,"Portrait of Agatha (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_model_berta,Модель «Святой Берты»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Model of the Saint Bertha (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_ship_in_bottle,Корабль в бутылке,16–48 px,1,1,create-1-direction-object (пакет),P3,"Ship in a bottle (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stuffed_old_codger,Чучело Старого Ворчуна,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mounted Old Codger (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stuffed_herring_king,Чучело Селёдочного короля,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mounted Herring King (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stuffed_golden_halibut,Чучело Золотого палтуса,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mounted Golden Halibut (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stuffed_grandmother,Чучело Бабушки,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mounted Grandmother (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stuffed_lantern_fish,Чучело Фонарщика,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mounted Lanternfish (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_brass_telescope,Латунный телескоп,16–48 px,1,1,create-1-direction-object (пакет),P3,"Brass telescope (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_trophy_cup,Призовой кубок,16–48 px,1,1,create-1-direction-object (пакет),P3,"Trophy cup (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_seasonal_garland,Сезонная гирлянда,16–48 px,1,1,create-1-direction-object (пакет),P3,"Seasonal garland (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_aurora_rug,Ковёр «Сияние»,16–48 px,1,1,create-1-direction-object (пакет),P3,"Aurora rug (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_amber_lamp,Янтарный светильник,16–48 px,1,1,create-1-direction-object (пакет),P3,"Amber lamp (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_memorial_plaque,Памятная доска,16–48 px,1,1,create-1-direction-object (пакет),P3,"Memorial plaque (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,forge,Горн,16–48 px,1,1,create-1-direction-object (пакет),P3,"Forge (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,salt_pan,Солеварня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Salt pan (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,brine_barrel,Бочка для засолки,16–48 px,1,1,create-1-direction-object (пакет),P3,"Brining barrel (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,smokehouse,Коптильня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Smokehouse (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,sawhorse,Козлы для пилки,16–48 px,1,1,create-1-direction-object (пакет),P3,"Sawhorse (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,tar_kiln,Смолокурня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Tar kiln (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,scutcher,Трепальня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Scutcher (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,spinning_wheel,Прялка,16–48 px,1,1,create-1-direction-object (пакет),P3,"Spinning wheel (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,loom,Ткацкий станок,16–48 px,1,1,create-1-direction-object (пакет),P3,"Loom (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,ash_kiln,Печь для золы,16–48 px,1,1,create-1-direction-object (пакет),P3,"Ash kiln (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,drying_rack,Сушильные вешала,16–48 px,1,1,create-1-direction-object (пакет),P3,"Drying racks (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,glass_furnace,Стекловарня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Glass furnace (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,optical_bench,Оптический станок,16–48 px,1,1,create-1-direction-object (пакет),P3,"Optical bench (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,carpentry_table,Столярный стол,16–48 px,1,1,create-1-direction-object (пакет),P3,"Carpentry table (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,stonecutter_table,Каменотёсный стол,16–48 px,1,1,create-1-direction-object (пакет),P3,"Stonecutter's table (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,candle_mold,Свечная форма,16–48 px,1,1,create-1-direction-object (пакет),P3,"Candle mould (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,butter_churn,Маслобойка,16–48 px,1,1,create-1-direction-object (пакет),P3,"Butter churn (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,cheese_press,Сыроварня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Cheese press (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,brewery,Пивоварня,16–48 px,1,1,create-1-direction-object (пакет),P3,"Brewery (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,wine_vat,Винный чан,16–48 px,1,1,create-1-direction-object (пакет),P3,"Wine vat (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,preserve_jars,Банки для заготовок,16–48 px,1,1,create-1-direction-object (пакет),P3,"Preserving jars (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,still,Перегонный куб,16–48 px,1,1,create-1-direction-object (пакет),P3,"Still (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,seed_box,Семенной ларь,16–48 px,1,1,create-1-direction-object (пакет),P3,"Seed box (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,herbal_table,Стол травницы,16–48 px,1,1,create-1-direction-object (пакет),P3,"Herbalist's table (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,kitchen_stove,Кухонная плита,16–48 px,1,1,create-1-direction-object (пакет),P3,"Kitchen stove (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,mill,Мельница,16–48 px,1,1,create-1-direction-object (пакет),P3,"Mill (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,receiver_chest,Сундук-приёмник,16–48 px,1,1,create-1-direction-object (пакет),P3,"Receiver chest (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,cellar_barrel,Бочка погреба,16–48 px,1,1,create-1-direction-object (пакет),P3,"Cellar barrel (furniture), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,decor_stained_window,Витражное окно,16–48 px,1,1,create-1-direction-object (пакет),P3,"Stained-glass window (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,copper_helmet,Медный шлем,16–48 px,1,1,create-1-direction-object (пакет),P3,"Copper helmet (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,pennington_pen,Перо Пеннингтона,16–48 px,1,1,create-1-direction-object (пакет),P3,"Pennington's pen (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,bartholomew_ladle,Поварёшка Бартоломея,16–48 px,1,1,create-1-direction-object (пакет),P3,"Bartholomew's ladle (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
decor,violin_decor,Скрипка на стене,16–48 px,1,1,create-1-direction-object (пакет),P3,"A violin on the wall (decor), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline","иконка инвентаря = уменьшенный спрайт (resize, без генерации)"
